Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
118,"Thursday, Aug 17 (1)",boxscore,CLE,@,MIN,W,9,3,,66-52,1,up 5.5,Carrasco,Gibson,,3:53,D,"29,579",++++++
119,"Thursday, Aug 17 (2)",boxscore,CLE,@,MIN,L,2,4,,66-53,1,up 5.5,Hildenberger,Clevinger,Belisle,3:08,N,"22,857",-
120,"Friday, Aug 18",boxscore,CLE,@,KCR,W,10,1,,67-53,1,up 6.0,Kluber,Kennedy,,2:58,N,"35,974",+
121,"Saturday, Aug 19",boxscore,CLE,@,KCR,W,5,0,,68-53,1,up 6.0,Bauer,Vargas,,2:50,N,"34,204",++
122,"Sunday, Aug 20",boxscore,CLE,@,KCR,L,4,7,,68-54,1,up 5.0,Hammel,Salazar,,3:02,D,"27,417",-
123,"Monday, Aug 21",boxscore,CLE,,BOS,W-wo,5,4,,69-54,1,up 5.5,Allen,Workman,,3:39,N,"21,428",+
124,"Tuesday, Aug 22",boxscore,CLE,,BOS,L,1,9,,69-55,1,up 4.5,Fister,Carrasco,,2:41,N,"19,563",-
125,"Wednesday, Aug 23",boxscore,CLE,,BOS,L,1,6,,69-56,1,up 4.5,Pomeranz,Kluber,,3:11,N,"25,346",--
126,"Thursday, Aug 24",boxscore,CLE,,BOS,W,13,6,,70-56,1,up 5.5,Bauer,Sale,,3:28,N,"21,643",+
127,"Friday, Aug 25",boxscore,CLE,,KCR,W,4,0,,71-56,1,up 5.5,Merritt,Vargas,,2:44,N,"34,061",++
128,"Saturday, Aug 26",boxscore,CLE,,KCR,W,4,0,,72-56,1,up 6.5,Clevinger,Hammel,,2:38,N,"34,273",+++
129,"Sunday, Aug 27",boxscore,CLE,,KCR,W,12,0,,73-56,1,up 6.5,Carrasco,Skoglund,,2:39,D,"32,229",++++
130,"Monday, Aug 28",boxscore,CLE,@,NYY,W,6,2,,74-56,1,up 7.0,Kluber,Severino,,2:42,N,"36,253",+++++
131,"Wednesday, Aug 30 (1)",boxscore,CLE,@,NYY,W,2,1,,75-56,1,up 7.0,Bauer,Garcia,Allen,3:12,D,,++++++
132,"Wednesday, Aug 30 (2)",boxscore,CLE,@,NYY,W,9,4,,76-56,1,up 7.0,Merritt,Montgomery,,3:04,D,"39,598",+++++++
Gm#,September,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
133,"Friday, Sep 1 (1)",boxscore,CLE,@,DET,W,3,2,,77-56,1,up 8.0,Allen,Greene,Smith,3:25,D,"26,093",++++++++
134,"Friday, Sep 1 (2)",boxscore,CLE,@,DET,W,10,0,,78-56,1,up 8.0,Clevinger,Farmer,,3:04,N,"24,342",+++++++++
135,"Saturday, Sep 2",boxscore,CLE,@,DET,W,5,2,,79-56,1,up 8.0,Kluber,Zimmermann,Allen,3:02,N,"25,272",++++++++++
136,"Sunday, Sep 3",boxscore,CLE,@,DET,W,11,1,,80-56,1,up 9.0,Tomlin,Bell,,3:16,D,"25,244",+++++++++++
137,"Monday, Sep 4",boxscore,CLE,@,CHW,W,5,3,,81-56,1,up10.0,Bauer,Shields,Allen,3:12,D,"16,848",++++++++++++
138,"Tuesday, Sep 5",boxscore,CLE,@,CHW,W,9,4,,82-56,1,up11.0,Otero,Holmberg,,3:43,N,"12,369",+++++++++++++
139,"Wednesday, Sep 6",boxscore,CLE,@,CHW,W,5,1,,83-56,1,up11.0,Carrasco,Lopez,,2:48,N,"13,403",++++++++++++++
140,"Thursday, Sep 7",boxscore,CLE,@,CHW,W,11,2,,84-56,1,up11.0,Kluber,Pelfrey,,2:58,N,"17,019",+++++++++++++++
141,"Friday, Sep 8",boxscore,CLE,,BAL,W,5,0,,85-56,1,up11.0,Clevinger,Miley,,2:41,N,"30,090",++++++++++++++++
142,"Saturday, Sep 9",boxscore,CLE,,BAL,W,4,2,,86-56,1,up12.0,Tomlin,Ynoa,Allen,2:52,D,"30,459",+++++++++++++++++
143,"Sunday, Sep 10",boxscore,CLE,,BAL,W,3,2,,87-56,1,up13.0,Bauer,Hellickson,Allen,2:58,N,"21,259",++++++++++++++++++
144,"Monday, Sep 11",boxscore,CLE,,DET,W,11,0,,88-56,1,up13.5,Carrasco,Jaye,,3:12,N,"18,521",+++++++++++++++++++
145,"Tuesday, Sep 12",boxscore,CLE,,DET,W,2,0,,89-56,1,up13.5,Kluber,Boyd,,2:41,N,"24,654",++++++++++++++++++++
146,"Wednesday, Sep 13",boxscore,CLE,,DET,W,5,3,,90-56,1,up13.5,Clevinger,Farmer,Allen,2:59,D,"29,346",+++++++++++++++++++++
147,"Thursday, Sep 14",boxscore,CLE,,KCR,W-wo,3,2,10,91-56,1,up13.5,Allen,Maurer,,3:21,N,"30,874",++++++++++++++++++++++
148,"Friday, Sep 15",boxscore,CLE,,KCR,L,3,4,,91-57,1,up13.5,Vargas,Bauer,Minor,3:11,N,"34,025",-
149,"Saturday, Sep 16",boxscore,CLE,,KCR,W,8,4,,92-57,1,up14.5,Carrasco,Hammel,,2:44,D,"33,688",+
150,"Sunday, Sep 17",boxscore,CLE,,KCR,W,3,2,,93-57,1,up14.5,Kluber,Duffy,Allen,2:59,D,"32,313",++
151,"Tuesday, Sep 19",boxscore,CLE,@,LAA,W,6,3,,94-57,1,up16.0,Clevinger,Skaggs,,3:20,N,"36,171",+++
152,"Wednesday, Sep 20",boxscore,CLE,@,LAA,W,6,5,,95-57,1,up17.0,Olson,Petit,Shaw,3:40,N,"38,424",++++
153,"Thursday, Sep 21",boxscore,CLE,@,LAA,W,4,1,,96-57,1,up17.0,McAllister,Bridwell,Olson,3:01,D,"29,863",+++++
154,"Friday, Sep 22",boxscore,CLE,@,SEA,L-wo,1,3,,96-58,1,up16.0,Diaz,Allen,,2:23,N,"27,462",-
155,"Saturday, Sep 23",boxscore,CLE,@,SEA,W,11,4,,97-58,1,up16.0,Carrasco,Moore,,3:32,D,"31,565",+
156,"Sunday, Sep 24",boxscore,CLE,@,SEA,W,4,2,,98-58,1,up16.0,Kluber,Leake,Allen,2:50,D,"23,695",++
157,"Tuesday, Sep 26",preview,CLE,,MIN,7:10 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
158,"Wednesday, Sep 27",preview,CLE,,MIN,7:10 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
159,"Thursday, Sep 28",preview,CLE,,MIN,12:10 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
160,"Friday, Sep 29",preview,CLE,,CHW,7:10 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
161,"Saturday, Sep 30",preview,CLE,,CHW,7:10 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
162,"Sunday, Oct 1",preview,CLE,,CHW,3:10 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
163,"Thursday, Oct 5",preview,CLE,,,TBD,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
164,"Friday, Oct 6",preview,CLE,,,TBD,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
165,"Wednesday, Oct 11",preview,CLE,,,TBD,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
Gm#,Date,,Tm,,Opp,,,,,,,,,,,,,,D/N
