Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
55,"Wednesday, May 31",boxscore,ARI,@,PIT,W,6,5,14,33-22,2,0.5,McFarland,Marinez,,4:40,D,"20,990",++
Gm#,June,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
56,"Thursday, Jun 1",boxscore,ARI,@,MIA,W,3,2,,34-22,1,Tied,Greinke,Barraclough,Rodney,3:00,N,"16,433",+++
57,"Friday, Jun 2",boxscore,ARI,@,MIA,L,5,7,,34-23,2,0.5,McGowan,Corbin,Ramos,3:00,N,"17,413",-
58,"Saturday, Jun 3",boxscore,ARI,@,MIA,L,0,3,,34-24,3,1.5,Volquez,Delgado,,2:31,D,"21,548",--
59,"Sunday, Jun 4",boxscore,ARI,@,MIA,L,5,6,,34-25,3,2,Wittgren,De La Rosa,Ramos,3:32,D,"20,387",---
60,"Tuesday, Jun 6",boxscore,ARI,,SDP,W,10,2,,35-25,2,2,Ray,Lamet,,2:52,N,"25,883",+
61,"Wednesday, Jun 7",boxscore,ARI,,SDP,W,7,4,,36-25,2,2,Greinke,Perdomo,Rodney,3:48,N,"22,079",++
62,"Thursday, Jun 8",boxscore,ARI,,SDP,W,15,3,,37-25,2,2,Corbin,Richard,,2:59,D,"21,340",+++
63,"Friday, Jun 9",boxscore,ARI,,MIL,L,6,8,,37-26,3,3,Davies,McFarland,Knebel,3:38,N,"25,009",-
64,"Saturday, Jun 10",boxscore,ARI,,MIL,W,3,2,,38-26,3,3,Godley,Guerra,Rodney,2:43,N,"40,195",+
65,"Sunday, Jun 11",boxscore,ARI,,MIL,W,11,1,,39-26,3,2,Ray,Anderson,,3:26,D,"30,370",++
66,"Tuesday, Jun 13",boxscore,ARI,@,DET,W,7,6,,40-26,3,0.5,Bradley,Wilson,Rodney,3:48,N,"25,119",+++
67,"Wednesday, Jun 14",boxscore,ARI,@,DET,W,2,1,,41-26,3,0.5,Walker,Zimmermann,Rodney,2:45,N,"26,134",++++
68,"Friday, Jun 16",boxscore,ARI,@,PHI,W,5,4,,42-26,2,1,Corbin,Nola,Rodney,3:12,N,"18,140",+++++
69,"Saturday, Jun 17",boxscore,ARI,@,PHI,W,5,1,,43-26,2,1,De La Rosa,Ramos,,3:25,D,"21,108",++++++
70,"Sunday, Jun 18",boxscore,ARI,@,PHI,W,5,4,10,44-26,2,1,Bradley,Gomez,Rodney,4:12,D,"31,131",+++++++
71,"Tuesday, Jun 20",boxscore,ARI,@,COL,L,3,4,,44-27,3,2,Ottavino,Greinke,Holland,2:45,N,"35,016",-
72,"Wednesday, Jun 21",boxscore,ARI,@,COL,W,16,5,,45-27,3,1.5,Walker,Hoffman,,3:28,N,"40,918",+
73,"Thursday, Jun 22",boxscore,ARI,@,COL,W,10,3,,46-27,2,1.5,Godley,Senzatela,,3:06,D,"40,681",++
74,"Friday, Jun 23",boxscore,ARI,,PHI,L,1,6,,46-28,2,2.5,Leiter,Corbin,,2:54,N,"31,648",-
75,"Saturday, Jun 24",boxscore,ARI,,PHI,W,9,2,,47-28,2,2.5,Ray,Lively,,3:05,N,"40,557",+
76,"Sunday, Jun 25",boxscore,ARI,,PHI,W-wo,2,1,11,48-28,2,2.5,McFarland,Ramos,,3:50,D,"28,179",++
77,"Monday, Jun 26",boxscore,ARI,,PHI,W,6,1,,49-28,2,1.5,Greinke,Pivetta,,3:11,D,"20,765",+++
78,"Tuesday, Jun 27",boxscore,ARI,,STL,W-wo,6,5,10,50-28,2,1.5,Rodney,Bowman,,3:22,N,"24,256",++++
79,"Wednesday, Jun 28",boxscore,ARI,,STL,L,3,4,,50-29,2,1.5,Wainwright,Godley,Rosenthal,3:18,N,"23,188",-
80,"Thursday, Jun 29",boxscore,ARI,,STL,L,4,10,,50-30,2,2.5,Lynn,De La Rosa,,3:18,D,"27,603",--
81,"Friday, Jun 30",boxscore,ARI,,COL,L,3,6,,50-31,2,3.5,Gray,Ray,Holland,3:31,N,"23,275",---
Gm#,July,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
82,"Saturday, Jul 1",boxscore,ARI,,COL,W,6,2,,51-31,2,3.5,Greinke,Chatwood,Rodney,2:38,N,"46,338",+
83,"Sunday, Jul 2",boxscore,ARI,,COL,W-wo,4,3,,52-31,2,2.5,Rodney,Ottavino,,3:04,D,"34,556",++
84,"Tuesday, Jul 4",boxscore,ARI,@,LAD,L,3,4,,52-32,2,3.5,Kershaw,Corbin,Jansen,3:26,N,"53,159",-
85,"Wednesday, Jul 5",boxscore,ARI,@,LAD,L,0,1,,52-33,2,4.5,Wood,Godley,Jansen,2:56,N,"40,997",--
86,"Thursday, Jul 6",boxscore,ARI,@,LAD,L-wo,4,5,,52-34,2,5.5,Fields,Rodney,,3:07,N,"41,999",---
87,"Friday, Jul 7",boxscore,ARI,,CIN,W,6,3,,53-34,2,5.5,Greinke,Adleman,Rodney,2:57,N,"27,006",+
88,"Saturday, Jul 8",boxscore,ARI,,CIN,L,0,7,,53-35,2,6.5,Castillo,Walker,,3:00,N,"29,806",-
89,"Sunday, Jul 9",boxscore,ARI,,CIN,L,1,2,,53-36,2,7.5,Bailey,Corbin,Iglesias,2:53,D,"24,923",--
