Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
115,"Wednesday, Aug 9",boxscore,SEA,@,OAK,W,6,3,,59-56,2,13,Pagan,Cotton,Diaz,2:58,D,"14,989",++
116,"Thursday, Aug 10",boxscore,SEA,,LAA,L,3,6,,59-57,2,13,Norris,Diaz,Bedrosian,3:14,N,"35,021",-
117,"Friday, Aug 11",boxscore,SEA,,LAA,L,5,6,,59-58,2,13,Middleton,Pazos,Petit,3:04,N,"38,206",--
118,"Saturday, Aug 12",boxscore,SEA,,LAA,L,3,6,,59-59,3,13,Middleton,Zych,Bedrosian,3:11,N,"45,388",---
119,"Sunday, Aug 13",boxscore,SEA,,LAA,L,2,4,,59-60,3,14,Bridwell,Miranda,Middleton,2:59,D,"43,199",----
120,"Monday, Aug 14",boxscore,SEA,,BAL,L,3,11,,59-61,3,14,Gausman,Gallardo,,3:06,N,"17,973",-----
121,"Tuesday, Aug 15",boxscore,SEA,,BAL,W,3,1,,60-61,3,14,Albers,Miley,Diaz,2:48,N,"24,927",+
122,"Wednesday, Aug 16",boxscore,SEA,,BAL,W,7,6,,61-61,3,14,Zych,Jimenez,Rzepczynski,3:13,D,"33,448",++
123,"Friday, Aug 18",boxscore,SEA,@,TBR,W,7,1,,62-61,3,13.5,Ramirez,Pruitt,,2:53,N,"11,501",+++
124,"Saturday, Aug 19",boxscore,SEA,@,TBR,W,7,6,,63-61,3,13.5,Miranda,Odorizzi,Diaz,3:15,N,"12,218",++++
125,"Sunday, Aug 20",boxscore,SEA,@,TBR,L,0,3,,63-62,3,13.5,Snell,Gallardo,Colome,2:44,D,"13,354",-
126,"Monday, Aug 21",boxscore,SEA,@,ATL,W,6,5,,64-62,3,13,Albers,Foltynewicz,Diaz,2:59,N,"21,284",+
127,"Tuesday, Aug 22",boxscore,SEA,@,ATL,L,0,4,,64-63,3,13,Sims,Gonzales,,3:01,N,"22,947",-
128,"Wednesday, Aug 23",boxscore,SEA,@,ATL,W,9,6,,65-63,3,13,Phelps,Johnson,Diaz,3:07,N,"23,890",+
129,"Friday, Aug 25",boxscore,SEA,@,NYY,W,2,1,11,66-63,2,12.5,Pazos,Chapman,Diaz,3:51,N,"42,057",++
130,"Saturday, Aug 26",boxscore,SEA,@,NYY,L,3,6,,66-64,2,12.5,Gray,Gallardo,Betances,3:25,D,"39,810",-
131,"Sunday, Aug 27",boxscore,SEA,@,NYY,L,1,10,,66-65,2,13.5,Tanaka,Albers,,2:57,D,"40,112",--
132,"Monday, Aug 28",boxscore,SEA,@,BAL,L,6,7,,66-66,3,14,Hart,Pagan,Britton,3:01,N,"15,106",---
133,"Tuesday, Aug 29",boxscore,SEA,@,BAL,L,0,4,,66-67,3,14,Bundy,Ramirez,,2:26,N,"13,736",----
134,"Wednesday, Aug 30",boxscore,SEA,@,BAL,L,7,8,,66-68,4,14,Brach,Bergman,Britton,3:07,D,"16,983",-----
Gm#,September,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
135,"Friday, Sep 1",boxscore,SEA,,OAK,W,3,2,,67-68,4,14,Leake,Manaea,Diaz,2:32,N,"19,030",+
136,"Saturday, Sep 2",boxscore,SEA,,OAK,W-wo,7,6,,68-68,3,14.5,Diaz,Treinen,,3:37,N,"22,245",++
137,"Sunday, Sep 3",boxscore,SEA,,OAK,W,10,2,,69-68,3,14.5,Albers,Gossett,,3:21,D,"26,898",+++
138,"Monday, Sep 4",boxscore,SEA,,HOU,L,2,6,,69-69,4,15.5,Keuchel,Rzepczynski,,2:53,D,"20,108",-
139,"Tuesday, Sep 5",boxscore,SEA,,HOU,L,1,3,,69-70,4,16.5,Verlander,Pazos,Giles,3:07,N,"14,568",--
140,"Wednesday, Sep 6",boxscore,SEA,,HOU,L,3,5,,69-71,4,17.5,Devenski,Diaz,,2:46,N,"15,104",---
141,"Friday, Sep 8",boxscore,SEA,,LAA,W,4,3,,70-71,4,16.5,Leake,Nolasco,Diaz,3:09,N,"21,396",+
142,"Saturday, Sep 9",boxscore,SEA,,LAA,W,8,1,,71-71,4,15,Albers,Heaney,,3:15,N,"26,248",++
143,"Sunday, Sep 10",boxscore,SEA,,LAA,L,3,5,,71-72,4,15,Bedrosian,Vincent,Petit,2:45,D,"20,094",-
144,"Monday, Sep 11",boxscore,SEA,@,TEX,L,3,5,,71-73,4,15.5,Hamels,Miranda,Claudio,2:43,N,"20,686",--
