Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
113,"Thursday, Aug 10",boxscore,NYY,@,TOR,L,0,4,,60-53,2,4.5,Estrada,Gray,,2:55,N,"43,212",-
114,"Friday, Aug 11",boxscore,NYY,,BOS,W,5,4,,61-53,2,3.5,Warren,Reed,Chapman,3:40,N,"46,509",+
115,"Saturday, Aug 12",boxscore,NYY,,BOS,L,5,10,,61-54,2,4.5,Pomeranz,Severino,,3:13,D,"47,241",-
116,"Sunday, Aug 13",boxscore,NYY,,BOS,L,2,3,10,61-55,2,5.5,Kimbrel,Chapman,,3:40,N,"46,610",--
117,"Monday, Aug 14",boxscore,NYY,,NYM,W,4,2,,62-55,2,4.5,Robertson,Robles,Betances,3:03,N,"45,619",+
118,"Tuesday, Aug 15",boxscore,NYY,,NYM,W,5,4,,63-55,2,4.5,Gray,deGrom,Chapman,3:07,N,"46,474",++
119,"Wednesday, Aug 16",boxscore,NYY,@,NYM,W,5,3,,64-55,2,4.5,Kahnle,Sewald,Robertson,3:13,N,"42,260",+++
120,"Thursday, Aug 17",boxscore,NYY,@,NYM,W,7,5,,65-55,2,4,Severino,Matz,Betances,2:55,N,"42,549",++++
121,"Friday, Aug 18",boxscore,NYY,@,BOS,L,6,9,,65-56,2,5,Reed,Kahnle,Kimbrel,4:09,N,"36,784",-
122,"Saturday, Aug 19",boxscore,NYY,@,BOS,W,4,3,,66-56,2,4,Sabathia,Sale,Betances,3:09,N,"37,274",+
123,"Sunday, Aug 20",boxscore,NYY,@,BOS,L,1,5,,66-57,2,5,Porcello,Gray,,3:36,D,"36,911",-
124,"Tuesday, Aug 22",boxscore,NYY,@,DET,W,13,4,,67-57,2,4.5,Tanaka,Boyd,,3:14,N,"27,818",+
125,"Wednesday, Aug 23",boxscore,NYY,@,DET,W,10,2,,68-57,2,4.5,Severino,Zimmermann,,2:55,N,"29,695",++
