Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
136,"Sunday, Sep 3",boxscore,MIN,,KCR,L,4,5,,71-65,2,9,Alexander,Busenitz,Maurer,3:18,D,"32,234",-
137,"Monday, Sep 4",boxscore,MIN,@,TBR,L,4,11,,71-66,2,10,Cobb,Berrios,,3:23,N,"12,108",--
138,"Tuesday, Sep 5",boxscore,MIN,@,TBR,L,1,2,,71-67,2,11,Odorizzi,Colon,Colome,2:32,N,"6,509",---
139,"Wednesday, Sep 6",boxscore,MIN,@,TBR,W,10,6,,72-67,2,11,Rogers,Cishek,,3:17,D,"7,185",+
140,"Thursday, Sep 7",boxscore,MIN,@,KCR,W,4,2,,73-67,2,11,Hildenberger,Herrera,Belisle,2:56,N,"26,485",++
141,"Friday, Sep 8",boxscore,MIN,@,KCR,W,8,5,,74-67,2,11,Santana,Kennedy,Belisle,3:05,N,"31,879",+++
142,"Saturday, Sep 9",boxscore,MIN,@,KCR,L,2,5,,74-68,2,12,Minor,Pressly,Maurer,2:51,N,"29,991",-
143,"Sunday, Sep 10",boxscore,MIN,@,KCR,L,3,11,,74-69,2,13,Vargas,Colon,,2:55,D,"35,003",--
144,"Tuesday, Sep 12",boxscore,MIN,,SDP,W,16,0,,75-69,2,13.5,Gibson,Wood,,2:59,N,"28,852",+
145,"Wednesday, Sep 13",boxscore,MIN,,SDP,W-wo,3,1,10,76-69,2,13.5,Belisle,Maton,,3:39,N,"20,018",++
146,"Thursday, Sep 14",boxscore,MIN,,TOR,W-wo,3,2,10,77-69,2,13.5,Gee,Santos,,3:29,N,"22,664",+++
147,"Friday, Sep 15",boxscore,MIN,,TOR,L,3,4,,77-70,2,13.5,Happ,Colon,Osuna,2:57,N,"27,902",-
148,"Saturday, Sep 16",boxscore,MIN,,TOR,L,2,7,,77-71,2,14.5,Estrada,Mejia,,2:50,N,"29,917",--
149,"Sunday, Sep 17",boxscore,MIN,,TOR,W,13,7,,78-71,2,14.5,Gibson,Biagini,,3:17,D,"27,572",+
150,"Monday, Sep 18",boxscore,MIN,@,NYY,L,1,2,,78-72,2,15,Robertson,Santana,Chapman,3:16,N,"30,425",-
151,"Tuesday, Sep 19",boxscore,MIN,@,NYY,L,2,5,,78-73,2,16,Sabathia,Berrios,Chapman,3:30,N,"30,218",--
152,"Wednesday, Sep 20",boxscore,MIN,@,NYY,L,3,11,,78-74,2,17,Shreve,Colon,,3:20,D,"30,099",---
153,"Thursday, Sep 21",boxscore,MIN,@,DET,W,12,1,,79-74,2,17,Gee,Zimmermann,,3:34,N,"25,437",+
154,"Friday, Sep 22",boxscore,MIN,@,DET,W,7,3,,80-74,2,16,Gibson,Norris,,2:52,N,"25,390",++
155,"Saturday, Sep 23",boxscore,MIN,@,DET,W,10,4,,81-74,2,16,Santana,Stumpf,,3:12,N,"26,800",+++
156,"Sunday, Sep 24",boxscore,MIN,@,DET,W,10,4,,82-74,2,16,Berrios,Farmer,,3:16,D,"23,882",++++
157,"Tuesday, Sep 26",preview,MIN,@,CLE,7:10 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
158,"Wednesday, Sep 27",preview,MIN,@,CLE,7:10 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
159,"Thursday, Sep 28",preview,MIN,@,CLE,12:10 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
160,"Friday, Sep 29",preview,MIN,,DET,8:10 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
161,"Saturday, Sep 30",preview,MIN,,DET,7:10 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
162,"Sunday, Oct 1",preview,MIN,,DET,3:10 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
Gm#,Date,,Tm,,Opp,,,,,,,,,,,,,,D/N
