Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
44,"Sunday, May 21",boxscore,PIT,,PHI,W,1,0,,20-24,5,5,LeBlanc,Nola,Watson,2:45,D,"24,445",++
45,"Monday, May 22",boxscore,PIT,@,ATL,L,2,5,,20-25,5,5.5,Foltynewicz,Cole,Johnson,3:23,N,"21,896",-
46,"Tuesday, May 23",boxscore,PIT,@,ATL,L-wo,5,6,,20-26,5,5.5,Jackson,Watson,,3:03,N,"25,040",--
47,"Wednesday, May 24",boxscore,PIT,@,ATL,W,12,5,10,21-26,5,4.5,Rivero,Collmenter,,4:02,N,"25,981",+
48,"Thursday, May 25",boxscore,PIT,@,ATL,W,9,4,,22-26,5,4,Nova,Colon,,2:41,D,"33,713",++
49,"Friday, May 26",boxscore,PIT,,NYM,L,1,8,,22-27,5,4,deGrom,Kuhl,,2:57,N,"29,408",-
50,"Saturday, May 27",boxscore,PIT,,NYM,W-wo,5,4,10,23-27,5,3.5,Watson,Pill,,3:33,N,"31,658",+
51,"Sunday, May 28",boxscore,PIT,,NYM,L,2,7,,23-28,5,4.5,Harvey,Glasnow,,3:13,N,"21,828",-
52,"Monday, May 29",boxscore,PIT,,ARI,W-wo,4,3,,24-28,5,3.5,Watson,Bradley,,3:02,D,"16,939",+
53,"Tuesday, May 30",boxscore,PIT,,ARI,L,0,3,,24-29,5,3.5,Ray,Nova,,2:10,N,"14,996",-
54,"Wednesday, May 31",boxscore,PIT,,ARI,L,5,6,14,24-30,5,4.5,McFarland,Marinez,,4:40,D,"20,990",--
Gm#,June,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
55,"Friday, Jun 2",boxscore,PIT,@,NYM,W,12,7,,25-30,5,4,Cole,Sewald,,3:18,N,"33,047",+
56,"Saturday, Jun 3",boxscore,PIT,@,NYM,L,2,4,,25-31,5,4,Gsellman,Glasnow,Reed,3:06,N,"34,035",-
57,"Sunday, Jun 4",boxscore,PIT,@,NYM,W,11,1,,26-31,4,4,Williams,Pill,,2:54,D,"35,323",+
58,"Tuesday, Jun 6",boxscore,PIT,@,BAL,L-wo,5,6,10,26-32,5,4.5,Brach,LeBlanc,,3:25,N,"26,724",-
59,"Wednesday, Jun 7",boxscore,PIT,@,BAL,L-wo,6,9,11,26-33,5,5.5,Givens,LeBlanc,,4:08,N,"19,957",--
60,"Thursday, Jun 8",boxscore,PIT,,MIA,L,1,7,,26-34,5,5.5,Volquez,Cole,,3:06,N,"21,744",---
61,"Friday, Jun 9",boxscore,PIT,,MIA,L,7,12,,26-35,5,6.5,McGowan,Glasnow,,3:25,N,"23,590",----
62,"Saturday, Jun 10",boxscore,PIT,,MIA,W,7,6,,27-35,5,5.5,Hudson,Phelps,Rivero,3:11,D,"27,275",+
63,"Sunday, Jun 11",boxscore,PIT,,MIA,W,3,1,,28-35,5,4.5,Nova,Locke,Rivero,2:32,D,"22,925",++
64,"Monday, Jun 12",boxscore,PIT,,COL,W,7,2,,29-35,5,4,Taillon,Freeland,,3:11,N,"16,320",+++
65,"Tuesday, Jun 13",boxscore,PIT,,COL,W,5,2,,30-35,4,3.5,Cole,Ottavino,,2:42,N,"16,764",++++
66,"Wednesday, Jun 14",boxscore,PIT,,COL,L,1,5,,30-36,4,4.5,Marquez,Kuhl,,3:19,N,"17,308",-
67,"Friday, Jun 16",boxscore,PIT,,CHC,L,5,9,,30-37,4,6,Uehara,Nicasio,,3:31,N,"25,420",--
68,"Saturday, Jun 17",boxscore,PIT,,CHC,W,4,3,,31-37,4,5,Nova,Arrieta,Rivero,2:54,N,"34,383",+
69,"Sunday, Jun 18",boxscore,PIT,,CHC,L,1,7,,31-38,4,6,Lackey,Taillon,,2:48,D,"34,539",-
