Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
1,"Sunday, Apr 2",boxscore,TBR,,NYY,W,7,3,,1-0,1,up 0.5,Archer,Tanaka,Colome,3:21,D,"31,042",+
2,"Tuesday, Apr 4",boxscore,TBR,,NYY,L,0,5,,1-1,3,0.5,Sabathia,Odorizzi,,3:07,N,"19,366",-
3,"Wednesday, Apr 5",boxscore,TBR,,NYY,W,4,1,,2-1,3,0.5,Cobb,Pineda,Colome,3:17,N,"12,737",+
4,"Thursday, Apr 6",boxscore,TBR,,TOR,L,2,5,,2-2,3,1,Stroman,Snell,Grilli,2:56,N,"12,678",-
5,"Friday, Apr 7",boxscore,TBR,,TOR,W,10,8,,3-2,2,1,Cedeno,Howell,Colome,3:53,N,"12,842",+
6,"Saturday, Apr 8",boxscore,TBR,,TOR,W-wo,3,2,11,4-2,2,1,Ramirez,Lawrence,,3:55,N,"21,838",++
7,"Sunday, Apr 9",boxscore,TBR,,TOR,W,7,2,,5-2,1,Tied,Odorizzi,Estrada,,2:57,D,"15,341",+++
8,"Monday, Apr 10",boxscore,TBR,@,NYY,L,1,8,,5-3,2,0.5,Pineda,Cobb,,2:37,D,"46,955",-
9,"Wednesday, Apr 12",boxscore,TBR,@,NYY,L,4,8,,5-4,2,1,Mitchell,Diaz,Chapman,3:33,D,"38,002",--
10,"Thursday, Apr 13",boxscore,TBR,@,NYY,L,2,3,,5-5,4,2,Severino,Cedeno,Chapman,2:59,N,"34,772",---
11,"Friday, Apr 14",boxscore,TBR,@,BOS,W,10,5,,6-5,3,2,Archer,Porcello,,3:37,N,"36,813",+
12,"Saturday, Apr 15",boxscore,TBR,@,BOS,L,1,2,,6-6,4,2,Sale,Hunter,Kimbrel,2:54,D,"36,686",-
13,"Sunday, Apr 16",boxscore,TBR,@,BOS,L,5,7,,6-7,4,3,Kelly,Farquhar,Kimbrel,3:46,D,"36,209",--
14,"Monday, Apr 17",boxscore,TBR,@,BOS,L,3,4,,6-8,4,3.5,Wright,Snell,Kimbrel,3:07,D,"37,318",---
15,"Tuesday, Apr 18",boxscore,TBR,,DET,W,5,1,,7-8,4,2.5,Andriese,Fulmer,,3:19,N,"16,265",+
16,"Wednesday, Apr 19",boxscore,TBR,,DET,W-wo,8,7,,8-8,4,2.5,Pruitt,Rodriguez,,3:44,N,"12,281",++
17,"Thursday, Apr 20",boxscore,TBR,,DET,W,8,1,,9-8,4,2.5,Ramirez,Norris,,3:02,D,"13,267",+++
18,"Friday, Apr 21",boxscore,TBR,,HOU,L,3,6,,9-9,4,3.5,Feliz,Cobb,Giles,3:16,N,"17,683",-
19,"Saturday, Apr 22",boxscore,TBR,,HOU,W,6,3,,10-9,4,3.5,Pruitt,Morton,Colome,3:05,N,"17,008",+
20,"Sunday, Apr 23",boxscore,TBR,,HOU,L,4,6,10,10-10,4,3.5,Gregerson,Garton,Giles,3:39,D,"15,548",-
21,"Monday, Apr 24",boxscore,TBR,@,BAL,L,3,6,,10-11,4,4.5,Givens,Archer,Brach,3:16,N,"11,142",--
22,"Tuesday, Apr 25",boxscore,TBR,@,BAL,W,2,0,,11-11,4,3.5,Whitley,Miley,Colome,2:52,N,"11,472",+
23,"Wednesday, Apr 26",boxscore,TBR,@,BAL,L-wo,4,5,11,11-12,4,4.5,Asher,Colome,,4:08,N,"16,289",-
24,"Friday, Apr 28",boxscore,TBR,@,TOR,W,7,4,,12-12,4,3.5,Pruitt,Grilli,Whitley,3:16,N,"36,256",+
25,"Saturday, Apr 29",boxscore,TBR,@,TOR,L,1,4,,12-13,4,4.5,Liriano,Andriese,Osuna,3:02,D,"42,419",-
26,"Sunday, Apr 30",boxscore,TBR,@,TOR,L,1,3,,12-14,4,4.5,Howell,Colome,Osuna,3:02,D,"42,986",--
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
27,"Monday, May 1",boxscore,TBR,@,MIA,W,4,2,,13-14,4,4.5,Farquhar,Ziegler,Colome,3:14,N,"16,096",+
